Data,Codigo,Produto,Grupo,Setor,Quantidade_Consumida
2024-03-29,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,37
2024-03-29,0021,Cateter Venoso 22G,Material Hospitalar,UTI,68
2024-03-29,0006,Seringa 20mL,Material Hospitalar,UTI,30
2024-03-29,0018,Cloreto de Sodio 20%,Solucoes,Clínica Médica,8
2024-03-29,0005,Seringa 10mL,Material Hospitalar,Clínica Médica,51
2024-03-29,0019,Glicose 50%,Solucoes,Bloco Cirurgico,29
2024-03-29,0011,Ampicilina 1g,Antibiotico,UTI,11
2024-03-30,0019,Glicose 50%,Solucoes,Clínica Médica,54
2024-03-30,0008,Luva Procedimento M,Material Hospitalar,Urgencia,42
2024-03-30,0017,"Atropina 0,25mg/mL",Medicamento,UTI,43
2024-03-30,0013,Ondansetrona 4mg,Medicamento,UTI,40
2024-03-30,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,42
2024-03-30,0014,Furosemida 20mg,Medicamento,UTI,56
2024-03-30,0015,Hidrocortisona 100mg,Medicamento,Clínica Médica,13
2024-03-30,0024,Esparadrapo,Material Hospitalar,Urgencia,46
2024-03-30,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,75
2024-03-31,0014,Furosemida 20mg,Medicamento,Bloco Cirurgico,31
2024-03-31,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Clínica Médica,12
2024-03-31,0006,Seringa 20mL,Material Hospitalar,Clínica Médica,103
2024-03-31,0009,Omeprazol 40mg,Medicamento,Urgencia,39
2024-03-31,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,16
2024-03-31,0001,Dipirona 500mg/mL,Medicamento,Bloco Cirurgico,42
2024-03-31,0010,Ceftriaxona 1g,Antibiotico,Clínica Médica,19
2024-03-31,0025,Alcool 70%,Material Hospitalar,UTI,107
2024-03-31,0005,Seringa 10mL,Material Hospitalar,Urgencia,117
2024-03-31,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,24
2024-03-31,0013,Ondansetrona 4mg,Medicamento,Urgencia,24
2024-04-01,0021,Cateter Venoso 22G,Material Hospitalar,Bloco Cirurgico,104
2024-04-01,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,42
2024-04-01,0006,Seringa 20mL,Material Hospitalar,Clínica Médica,96
2024-04-01,0009,Omeprazol 40mg,Medicamento,Urgencia,31
2024-04-01,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,101
2024-04-01,0010,Ceftriaxona 1g,Antibiotico,UTI,5
2024-04-01,0001,Dipirona 500mg/mL,Medicamento,UTI,10
2024-04-01,0004,Equipo Macrogotas,Material Hospitalar,UTI,119
2024-04-01,0014,Furosemida 20mg,Medicamento,Urgencia,44
2024-04-01,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,23
2024-04-01,0013,Ondansetrona 4mg,Medicamento,Urgencia,55
2024-04-01,0011,Ampicilina 1g,Antibiotico,Clínica Médica,10
2024-04-01,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,115
2024-04-01,0007,Agulha 25x7,Material Hospitalar,Urgencia,107
2024-04-01,0017,"Atropina 0,25mg/mL",Medicamento,UTI,13
2024-04-01,0012,Metoclopramida 10mg,Medicamento,Urgencia,18
2024-04-01,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,44
2024-04-02,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,77
2024-04-02,0020,Cateter Venoso 20G,Material Hospitalar,UTI,105
2024-04-02,0012,Metoclopramida 10mg,Medicamento,Urgencia,13
2024-04-02,0019,Glicose 50%,Solucoes,Clínica Médica,10
2024-04-02,0014,Furosemida 20mg,Medicamento,UTI,57
2024-04-02,0001,Dipirona 500mg/mL,Medicamento,UTI,14
2024-04-02,0021,Cateter Venoso 22G,Material Hospitalar,UTI,13
2024-04-02,0016,Adrenalina 1mg/mL,Medicamento,Clínica Médica,8
2024-04-03,0001,Dipirona 500mg/mL,Medicamento,UTI,31
2024-04-03,0011,Ampicilina 1g,Antibiotico,UTI,5
2024-04-03,0005,Seringa 10mL,Material Hospitalar,Urgencia,98
2024-04-03,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,40
2024-04-03,0012,Metoclopramida 10mg,Medicamento,Urgencia,58
2024-04-03,0018,Cloreto de Sodio 20%,Solucoes,UTI,26
2024-04-03,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,54
2024-04-03,0010,Ceftriaxona 1g,Antibiotico,Clínica Médica,18
2024-04-03,0014,Furosemida 20mg,Medicamento,Urgencia,52
2024-04-03,0009,Omeprazol 40mg,Medicamento,Bloco Cirurgico,54
2024-04-03,0015,Hidrocortisona 100mg,Medicamento,Urgencia,1
2024-04-03,0007,Agulha 25x7,Material Hospitalar,Urgencia,26
2024-04-03,0008,Luva Procedimento M,Material Hospitalar,Urgencia,81
2024-04-03,0017,"Atropina 0,25mg/mL",Medicamento,Clínica Médica,45
2024-04-03,0019,Glicose 50%,Solucoes,Clínica Médica,76
2024-04-03,0023,Compressa Gaze,Material Hospitalar,Urgencia,99
2024-04-04,0023,Compressa Gaze,Material Hospitalar,UTI,96
2024-04-04,0010,Ceftriaxona 1g,Antibiotico,UTI,1
2024-04-04,0015,Hidrocortisona 100mg,Medicamento,Clínica Médica,9
2024-04-04,0006,Seringa 20mL,Material Hospitalar,Bloco Cirurgico,10
2024-04-04,0009,Omeprazol 40mg,Medicamento,Bloco Cirurgico,11
2024-04-04,0004,Equipo Macrogotas,Material Hospitalar,UTI,18
2024-04-04,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,16
2024-04-04,0008,Luva Procedimento M,Material Hospitalar,Bloco Cirurgico,87
2024-04-04,0001,Dipirona 500mg/mL,Medicamento,Clínica Médica,8
2024-04-04,0019,Glicose 50%,Solucoes,Urgencia,66
2024-04-04,0012,Metoclopramida 10mg,Medicamento,Bloco Cirurgico,43
2024-04-04,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,71
2024-04-04,0011,Ampicilina 1g,Antibiotico,Urgencia,7
2024-04-04,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,26
2024-04-05,0016,Adrenalina 1mg/mL,Medicamento,Bloco Cirurgico,38
2024-04-05,0007,Agulha 25x7,Material Hospitalar,Urgencia,47
2024-04-05,0010,Ceftriaxona 1g,Antibiotico,Clínica Médica,19
2024-04-05,0020,Cateter Venoso 20G,Material Hospitalar,UTI,95
2024-04-05,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,52
2024-04-05,0012,Metoclopramida 10mg,Medicamento,Urgencia,13
2024-04-05,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,36
2024-04-05,0024,Esparadrapo,Material Hospitalar,UTI,109
2024-04-06,0009,Omeprazol 40mg,Medicamento,UTI,34
2024-04-06,0011,Ampicilina 1g,Antibiotico,Urgencia,24
2024-04-06,0005,Seringa 10mL,Material Hospitalar,UTI,115
2024-04-06,0007,Agulha 25x7,Material Hospitalar,Clínica Médica,29
2024-04-06,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,19
2024-04-06,0015,Hidrocortisona 100mg,Medicamento,Urgencia,24
2024-04-06,0023,Compressa Gaze,Material Hospitalar,Bloco Cirurgico,67
2024-04-06,0024,Esparadrapo,Material Hospitalar,Clínica Médica,24
2024-04-06,0006,Seringa 20mL,Material Hospitalar,UTI,114
2024-04-06,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,35
2024-04-06,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,54
2024-04-06,0013,Ondansetrona 4mg,Medicamento,Clínica Médica,23
2024-04-06,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,48
2024-04-06,0012,Metoclopramida 10mg,Medicamento,Bloco Cirurgico,1
2024-04-07,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,27
2024-04-07,0007,Agulha 25x7,Material Hospitalar,Urgencia,108
2024-04-07,0013,Ondansetrona 4mg,Medicamento,UTI,23
2024-04-07,0023,Compressa Gaze,Material Hospitalar,Bloco Cirurgico,49
2024-04-07,0019,Glicose 50%,Solucoes,Urgencia,56
2024-04-07,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,79
2024-04-07,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,5
2024-04-07,0024,Esparadrapo,Material Hospitalar,Urgencia,62
2024-04-07,0012,Metoclopramida 10mg,Medicamento,UTI,56
2024-04-07,0008,Luva Procedimento M,Material Hospitalar,Urgencia,111
2024-04-07,0005,Seringa 10mL,Material Hospitalar,Urgencia,82
2024-04-07,0009,Omeprazol 40mg,Medicamento,Clínica Médica,2
2024-04-07,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,69
2024-04-08,0014,Furosemida 20mg,Medicamento,Urgencia,21
2024-04-08,0016,Adrenalina 1mg/mL,Medicamento,Bloco Cirurgico,22
2024-04-08,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,12
2024-04-08,0010,Ceftriaxona 1g,Antibiotico,Urgencia,17
2024-04-08,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,99
2024-04-08,0025,Alcool 70%,Material Hospitalar,Urgencia,47
2024-04-08,0005,Seringa 10mL,Material Hospitalar,UTI,87
2024-04-08,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,44
2024-04-08,0006,Seringa 20mL,Material Hospitalar,Urgencia,81
2024-04-08,0017,"Atropina 0,25mg/mL",Medicamento,Bloco Cirurgico,54
2024-04-09,0016,Adrenalina 1mg/mL,Medicamento,UTI,43
2024-04-09,0007,Agulha 25x7,Material Hospitalar,Urgencia,44
2024-04-09,0009,Omeprazol 40mg,Medicamento,Urgencia,19
2024-04-09,0023,Compressa Gaze,Material Hospitalar,Urgencia,44
2024-04-09,0020,Cateter Venoso 20G,Material Hospitalar,UTI,57
2024-04-09,0013,Ondansetrona 4mg,Medicamento,Urgencia,24
2024-04-09,0008,Luva Procedimento M,Material Hospitalar,UTI,26
2024-04-09,0001,Dipirona 500mg/mL,Medicamento,Clínica Médica,50
2024-04-10,0009,Omeprazol 40mg,Medicamento,Urgencia,8
2024-04-10,0023,Compressa Gaze,Material Hospitalar,Urgencia,117
2024-04-10,0001,Dipirona 500mg/mL,Medicamento,Clínica Médica,42
2024-04-10,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,89
2024-04-10,0019,Glicose 50%,Solucoes,UTI,78
2024-04-10,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,78
2024-04-10,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,48
2024-04-10,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,52
2024-04-11,0013,Ondansetrona 4mg,Medicamento,Bloco Cirurgico,4
2024-04-11,0001,Dipirona 500mg/mL,Medicamento,Urgencia,19
2024-04-11,0011,Ampicilina 1g,Antibiotico,Urgencia,22
2024-04-11,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,44
2024-04-11,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Clínica Médica,26
2024-04-11,0023,Compressa Gaze,Material Hospitalar,Bloco Cirurgico,20
2024-04-11,0007,Agulha 25x7,Material Hospitalar,UTI,115
2024-04-11,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,64
2024-04-11,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,14
2024-04-11,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,114
2024-04-11,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,83
2024-04-11,0017,"Atropina 0,25mg/mL",Medicamento,UTI,47
2024-04-11,0025,Alcool 70%,Material Hospitalar,UTI,96
2024-04-11,0009,Omeprazol 40mg,Medicamento,UTI,28
2024-04-12,0007,Agulha 25x7,Material Hospitalar,Urgencia,51
2024-04-12,0011,Ampicilina 1g,Antibiotico,Clínica Médica,27
2024-04-12,0012,Metoclopramida 10mg,Medicamento,Urgencia,49
2024-04-12,0025,Alcool 70%,Material Hospitalar,Urgencia,108
2024-04-12,0001,Dipirona 500mg/mL,Medicamento,Urgencia,26
2024-04-12,0008,Luva Procedimento M,Material Hospitalar,Clínica Médica,66
2024-04-12,0006,Seringa 20mL,Material Hospitalar,Bloco Cirurgico,56
2024-04-12,0023,Compressa Gaze,Material Hospitalar,Urgencia,51
2024-04-12,0005,Seringa 10mL,Material Hospitalar,UTI,86
2024-04-13,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,34
2024-04-13,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,18
2024-04-13,0006,Seringa 20mL,Material Hospitalar,Bloco Cirurgico,118
2024-04-13,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,46
2024-04-13,0009,Omeprazol 40mg,Medicamento,Bloco Cirurgico,15
2024-04-13,0023,Compressa Gaze,Material Hospitalar,Urgencia,55
2024-04-13,0010,Ceftriaxona 1g,Antibiotico,UTI,13
2024-04-13,0005,Seringa 10mL,Material Hospitalar,UTI,73
2024-04-13,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,64
2024-04-13,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,20
2024-04-13,0019,Glicose 50%,Solucoes,Bloco Cirurgico,67
2024-04-14,0023,Compressa Gaze,Material Hospitalar,Clínica Médica,88
2024-04-14,0008,Luva Procedimento M,Material Hospitalar,Bloco Cirurgico,18
2024-04-14,0024,Esparadrapo,Material Hospitalar,UTI,59
2024-04-14,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,29
2024-04-14,0003,Soro Glicosado 5% 500mL,Solucoes,Bloco Cirurgico,79
2024-04-14,0001,Dipirona 500mg/mL,Medicamento,Urgencia,58
2024-04-14,0009,Omeprazol 40mg,Medicamento,Urgencia,44
2024-04-14,0007,Agulha 25x7,Material Hospitalar,Urgencia,51
2024-04-14,0010,Ceftriaxona 1g,Antibiotico,UTI,7
2024-04-14,0012,Metoclopramida 10mg,Medicamento,Urgencia,42
2024-04-14,0015,Hidrocortisona 100mg,Medicamento,Bloco Cirurgico,35
2024-04-15,0012,Metoclopramida 10mg,Medicamento,Clínica Médica,28
2024-04-15,0023,Compressa Gaze,Material Hospitalar,Urgencia,56
2024-04-15,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,75
2024-04-15,0009,Omeprazol 40mg,Medicamento,Urgencia,24
2024-04-15,0006,Seringa 20mL,Material Hospitalar,UTI,28
2024-04-15,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,44
2024-04-15,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,84
2024-04-15,0013,Ondansetrona 4mg,Medicamento,Bloco Cirurgico,12
2024-04-15,0015,Hidrocortisona 100mg,Medicamento,Urgencia,27
2024-04-15,0001,Dipirona 500mg/mL,Medicamento,UTI,2
2024-04-15,0008,Luva Procedimento M,Material Hospitalar,Bloco Cirurgico,11
2024-04-15,0011,Ampicilina 1g,Antibiotico,UTI,20
2024-04-15,0005,Seringa 10mL,Material Hospitalar,Urgencia,34
2024-04-15,0007,Agulha 25x7,Material Hospitalar,Urgencia,19
2024-04-15,0014,Furosemida 20mg,Medicamento,Bloco Cirurgico,40
2024-04-15,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,56
2024-04-16,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,45
2024-04-16,0007,Agulha 25x7,Material Hospitalar,Urgencia,36
2024-04-16,0006,Seringa 20mL,Material Hospitalar,UTI,66
2024-04-16,0003,Soro Glicosado 5% 500mL,Solucoes,Clínica Médica,33
2024-04-16,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,110
2024-04-16,0019,Glicose 50%,Solucoes,UTI,28
2024-04-16,0001,Dipirona 500mg/mL,Medicamento,Urgencia,46
2024-04-16,0012,Metoclopramida 10mg,Medicamento,Urgencia,18
2024-04-16,0014,Furosemida 20mg,Medicamento,Urgencia,34
2024-04-16,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,85
2024-04-16,0008,Luva Procedimento M,Material Hospitalar,Urgencia,79
2024-04-16,0023,Compressa Gaze,Material Hospitalar,Bloco Cirurgico,45
2024-04-16,0017,"Atropina 0,25mg/mL",Medicamento,Bloco Cirurgico,16
2024-04-16,0024,Esparadrapo,Material Hospitalar,Clínica Médica,65
2024-04-16,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,37
2024-04-16,0021,Cateter Venoso 22G,Material Hospitalar,Bloco Cirurgico,29
2024-04-17,0024,Esparadrapo,Material Hospitalar,UTI,14
2024-04-17,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,47
2024-04-17,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,35
2024-04-17,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,101
2024-04-17,0011,Ampicilina 1g,Antibiotico,Urgencia,22
2024-04-17,0019,Glicose 50%,Solucoes,Urgencia,36
2024-04-17,0009,Omeprazol 40mg,Medicamento,Clínica Médica,59
2024-04-17,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,14
2024-04-17,0010,Ceftriaxona 1g,Antibiotico,UTI,6
2024-04-18,0025,Alcool 70%,Material Hospitalar,UTI,38
2024-04-18,0009,Omeprazol 40mg,Medicamento,Clínica Médica,8
2024-04-18,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,51
2024-04-18,0014,Furosemida 20mg,Medicamento,Urgencia,35
2024-04-18,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,117
2024-04-18,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,118
2024-04-18,0023,Compressa Gaze,Material Hospitalar,Urgencia,48
2024-04-18,0019,Glicose 50%,Solucoes,Clínica Médica,23
2024-04-18,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,54
2024-04-18,0003,Soro Glicosado 5% 500mL,Solucoes,Bloco Cirurgico,17
2024-04-18,0010,Ceftriaxona 1g,Antibiotico,Urgencia,22
2024-04-18,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,47
2024-04-18,0018,Cloreto de Sodio 20%,Solucoes,UTI,47
2024-04-18,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,81
2024-04-18,0006,Seringa 20mL,Material Hospitalar,Clínica Médica,35
2024-04-18,0015,Hidrocortisona 100mg,Medicamento,Urgencia,13
2024-04-19,0009,Omeprazol 40mg,Medicamento,Urgencia,35
2024-04-19,0005,Seringa 10mL,Material Hospitalar,Bloco Cirurgico,68
2024-04-19,0001,Dipirona 500mg/mL,Medicamento,Urgencia,47
2024-04-19,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,11
2024-04-19,0004,Equipo Macrogotas,Material Hospitalar,Clínica Médica,77
2024-04-19,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,35
2024-04-19,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,21
2024-04-19,0008,Luva Procedimento M,Material Hospitalar,Urgencia,46
2024-04-19,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,17
2024-04-19,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,58
2024-04-19,0006,Seringa 20mL,Material Hospitalar,Urgencia,13
2024-04-19,0013,Ondansetrona 4mg,Medicamento,Urgencia,49
2024-04-19,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,20
2024-04-19,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,49
2024-04-19,0010,Ceftriaxona 1g,Antibiotico,Urgencia,28
2024-04-19,0011,Ampicilina 1g,Antibiotico,UTI,25
2024-04-20,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,115
2024-04-20,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,90
2024-04-20,0011,Ampicilina 1g,Antibiotico,Clínica Médica,9
2024-04-20,0012,Metoclopramida 10mg,Medicamento,Urgencia,57
2024-04-20,0013,Ondansetrona 4mg,Medicamento,UTI,50
2024-04-20,0005,Seringa 10mL,Material Hospitalar,UTI,61
2024-04-20,0010,Ceftriaxona 1g,Antibiotico,Urgencia,12
2024-04-20,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,38
2024-04-20,0006,Seringa 20mL,Material Hospitalar,Urgencia,13
2024-04-20,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,26
2024-04-20,0009,Omeprazol 40mg,Medicamento,Urgencia,7
2024-04-20,0008,Luva Procedimento M,Material Hospitalar,UTI,82
2024-04-20,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,17
2024-04-20,0015,Hidrocortisona 100mg,Medicamento,Urgencia,19
2024-04-20,0023,Compressa Gaze,Material Hospitalar,Urgencia,52
2024-04-20,0018,Cloreto de Sodio 20%,Solucoes,UTI,22
2024-04-20,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,29
2024-04-21,0013,Ondansetrona 4mg,Medicamento,Clínica Médica,45
2024-04-21,0010,Ceftriaxona 1g,Antibiotico,Urgencia,12
2024-04-21,0008,Luva Procedimento M,Material Hospitalar,Urgencia,95
2024-04-21,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,22
2024-04-21,0001,Dipirona 500mg/mL,Medicamento,UTI,37
2024-04-21,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,51
2024-04-21,0023,Compressa Gaze,Material Hospitalar,UTI,110
2024-04-21,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,31
2024-04-21,0012,Metoclopramida 10mg,Medicamento,Urgencia,54
2024-04-21,0025,Alcool 70%,Material Hospitalar,Urgencia,38
2024-04-22,0009,Omeprazol 40mg,Medicamento,Urgencia,34
2024-04-22,0013,Ondansetrona 4mg,Medicamento,Bloco Cirurgico,22
2024-04-22,0023,Compressa Gaze,Material Hospitalar,Urgencia,15
2024-04-22,0008,Luva Procedimento M,Material Hospitalar,UTI,66
2024-04-22,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,59
2024-04-22,0014,Furosemida 20mg,Medicamento,Clínica Médica,14
2024-04-22,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,32
2024-04-22,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,58
2024-04-23,0001,Dipirona 500mg/mL,Medicamento,Urgencia,4
2024-04-23,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,71
2024-04-23,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,23
2024-04-23,0004,Equipo Macrogotas,Material Hospitalar,UTI,76
2024-04-23,0009,Omeprazol 40mg,Medicamento,Clínica Médica,14
2024-04-23,0018,Cloreto de Sodio 20%,Solucoes,Clínica Médica,75
2024-04-23,0008,Luva Procedimento M,Material Hospitalar,Urgencia,111
2024-04-23,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,31
2024-04-23,0012,Metoclopramida 10mg,Medicamento,UTI,37
2024-04-23,0006,Seringa 20mL,Material Hospitalar,UTI,19
2024-04-23,0016,Adrenalina 1mg/mL,Medicamento,Clínica Médica,46
2024-04-23,0020,Cateter Venoso 20G,Material Hospitalar,UTI,98
2024-04-23,0014,Furosemida 20mg,Medicamento,Clínica Médica,25
2024-04-23,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,30
2024-04-23,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,14
2024-04-23,0025,Alcool 70%,Material Hospitalar,Urgencia,32
2024-04-24,0006,Seringa 20mL,Material Hospitalar,Urgencia,91
2024-04-24,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,75
2024-04-24,0020,Cateter Venoso 20G,Material Hospitalar,UTI,54
2024-04-24,0021,Cateter Venoso 22G,Material Hospitalar,UTI,72
2024-04-24,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,86
2024-04-24,0010,Ceftriaxona 1g,Antibiotico,Urgencia,25
2024-04-24,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,23
2024-04-24,0017,"Atropina 0,25mg/mL",Medicamento,Clínica Médica,53
2024-04-24,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,18
2024-04-24,0016,Adrenalina 1mg/mL,Medicamento,Bloco Cirurgico,44
2024-04-24,0019,Glicose 50%,Solucoes,UTI,69
2024-04-24,0001,Dipirona 500mg/mL,Medicamento,UTI,55
2024-04-24,0012,Metoclopramida 10mg,Medicamento,UTI,56
2024-04-25,0024,Esparadrapo,Material Hospitalar,Urgencia,95
2024-04-25,0009,Omeprazol 40mg,Medicamento,Clínica Médica,40
2024-04-25,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,41
2024-04-25,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,32
2024-04-25,0011,Ampicilina 1g,Antibiotico,Urgencia,23
2024-04-25,0014,Furosemida 20mg,Medicamento,UTI,23
2024-04-25,0004,Equipo Macrogotas,Material Hospitalar,UTI,86
2024-04-25,0013,Ondansetrona 4mg,Medicamento,UTI,23
2024-04-25,0010,Ceftriaxona 1g,Antibiotico,Urgencia,21
2024-04-25,0023,Compressa Gaze,Material Hospitalar,UTI,32
2024-04-25,0007,Agulha 25x7,Material Hospitalar,Urgencia,53
2024-04-25,0006,Seringa 20mL,Material Hospitalar,Urgencia,56
2024-04-25,0008,Luva Procedimento M,Material Hospitalar,Urgencia,51
2024-04-26,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,42
2024-04-26,0010,Ceftriaxona 1g,Antibiotico,Urgencia,11
2024-04-26,0019,Glicose 50%,Solucoes,UTI,44
2024-04-26,0011,Ampicilina 1g,Antibiotico,Urgencia,21
2024-04-26,0014,Furosemida 20mg,Medicamento,UTI,24
2024-04-26,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,68
2024-04-26,0021,Cateter Venoso 22G,Material Hospitalar,UTI,97
2024-04-26,0025,Alcool 70%,Material Hospitalar,UTI,71
2024-04-26,0015,Hidrocortisona 100mg,Medicamento,UTI,25
2024-04-26,0012,Metoclopramida 10mg,Medicamento,Urgencia,43
2024-04-26,0022,Mascara Cirurgica,Material Hospitalar,UTI,25
2024-04-26,0005,Seringa 10mL,Material Hospitalar,UTI,28
2024-04-26,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,34
2024-04-26,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,82
2024-04-27,0007,Agulha 25x7,Material Hospitalar,UTI,97
2024-04-27,0004,Equipo Macrogotas,Material Hospitalar,UTI,82
2024-04-27,0023,Compressa Gaze,Material Hospitalar,UTI,13
2024-04-27,0020,Cateter Venoso 20G,Material Hospitalar,UTI,18
2024-04-27,0011,Ampicilina 1g,Antibiotico,Urgencia,26
2024-04-27,0017,"Atropina 0,25mg/mL",Medicamento,Clínica Médica,16
2024-04-27,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,56
2024-04-27,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,14
2024-04-28,0011,Ampicilina 1g,Antibiotico,Urgencia,28
2024-04-28,0006,Seringa 20mL,Material Hospitalar,Bloco Cirurgico,61
2024-04-28,0001,Dipirona 500mg/mL,Medicamento,UTI,54
2024-04-28,0020,Cateter Venoso 20G,Material Hospitalar,UTI,32
2024-04-28,0007,Agulha 25x7,Material Hospitalar,UTI,73
2024-04-28,0022,Mascara Cirurgica,Material Hospitalar,UTI,32
2024-04-28,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,26
2024-04-28,0017,"Atropina 0,25mg/mL",Medicamento,Bloco Cirurgico,55
2024-04-28,0012,Metoclopramida 10mg,Medicamento,Urgencia,31
2024-04-28,0005,Seringa 10mL,Material Hospitalar,Clínica Médica,117
2024-04-28,0014,Furosemida 20mg,Medicamento,Urgencia,45
